4.169969e+00,1.930000e+00,1.560000e-01,6.000000e-02
4.214718e+00,2.240000e+00,6.900000e-02,3.400000e-02
4.214718e+00,2.640000e+00,3.100000e-02,3.100000e-02
4.254589e+00,2.340000e+00,5.300000e-02,4.000000e-02
4.252383e+00,2.870000e+00,5.100000e-02,3.300000e-02
4.285343e+00,2.610000e+00,8.600000e-02,4.000000e-02
4.287531e+00,3.150000e+00,6.400000e-02,3.700000e-02
4.320223e+00,2.730000e+00,4.700000e-02,4.000000e-02
4.318051e+00,3.290000e+00,3.600000e-02,2.500000e-02
4.350513e+00,2.990000e+00,8.900000e-02,4.500000e-02
4.350513e+00,3.540000e+00,3.000000e-02,2.200000e-02
4.382735e+00,3.180000e+00,2.100000e-02,2.900000e-02
4.382735e+00,3.760000e+00,2.500000e-02,2.100000e-02
4.414721e+00,3.330000e+00,7.400000e-02,4.900000e-02
4.416845e+00,3.920000e+00,1.000000e-02,1.500000e-02
4.448587e+00,3.670000e+00,1.400000e-02,2.300000e-02
4.448587e+00,4.290000e+00,1.900000e-02,1.600000e-02
4.480103e+00,4.490000e+00,2.000000e-03,9.000000e-03
4.513478e+00,4.250000e+00,7.300000e-02,6.100000e-02
4.511399e+00,4.740000e+00,2.700000e-02,2.400000e-02
4.542480e+00,4.540000e+00,1.400000e-02,3.400000e-02
4.169969e+00,1.720000e+00,9.700000e-02,4.123106e-02
4.163216e+00,2.240000e+00,4.500000e-02,7.615773e-03
4.165468e+00,2.940000e+00,1.800000e-02,9.486833e-03
4.203575e+00,3.920000e+00,3.000000e-02,7.211103e-03
4.236914e+00,4.950000e+00,3.300000e-02,1.769181e-02
4.397691e+00,2.970000e+00,7.500000e-02,1.208305e-02
4.401955e+00,3.890000e+00,2.600000e-02,1.000000e-02
4.380594e+00,5.060000e+00,1.900000e-02,5.385165e-03
4.416845e+00,6.370000e+00,9.000000e-03,5.000000e-03
4.593814e+00,4.930000e+00,1.600000e-02,5.099020e-03
4.577450e+00,6.970000e+00,5.800000e-03,2.720294e-03
4.577450e+00,8.360000e+00,4.700000e-03,2.408319e-03
