-1.391924e+00,-1.293601e+00,-1.047535e+00
-1.108893e+00,-1.048141e+00,-8.821730e-01
-1.018230e+00,-9.682806e-01,-8.264273e-01
-8.077927e-01,-7.802630e-01,-6.907485e-01
-6.107731e-01,-6.003285e-01,-5.539927e-01
-5.336524e-01,-5.286775e-01,-4.972584e-01
-5.043485e-01,-5.012483e-01,-4.751444e-01
-4.900515e-01,-4.878228e-01,-4.642355e-01
-4.473285e-01,-4.475282e-01,-4.311410e-01
-4.173192e-01,-4.190592e-01,-4.074223e-01
-3.994795e-01,-4.020670e-01,-3.931246e-01
-3.293313e-01,-3.347204e-01,-3.353299e-01
-2.851360e-01,-2.918126e-01,-2.974651e-01
-2.648890e-01,-2.720186e-01,-2.796899e-01
-2.442981e-01,-2.517933e-01,-2.613095e-01
-2.318771e-01,-2.395441e-01,-2.500640e-01
-2.068992e-01,-2.147933e-01,-2.270621e-01
-1.934346e-01,-2.013818e-01,-2.144317e-01
-1.707287e-01,-1.786470e-01,-1.927305e-01
-1.445435e-01,-1.522269e-01,-1.670064e-01
-1.270882e-01,-1.344823e-01,-1.493878e-01
-1.177362e-01,-1.249274e-01,-1.397751e-01
-1.109768e-01,-1.179992e-01,-1.327457e-01
-9.625776e-02,-1.028435e-01,-1.171826e-01
-8.374336e-02,-8.987747e-02,-1.036461e-01
-7.646181e-02,-8.229587e-02,-9.562625e-02
-6.874859e-02,-7.423237e-02,-8.700407e-02
-6.143127e-02,-6.654955e-02,-7.869271e-02
-5.460740e-02,-5.935327e-02,-7.081477e-02
-4.979906e-02,-5.426277e-02,-6.518306e-02
-4.522790e-02,-4.940708e-02,-5.976180e-02
-3.732799e-02,-4.097455e-02,-5.022118e-02
-3.427662e-02,-3.770231e-02,-4.647159e-02
