4.169969304443379,1.93,0.156,0.06,1
4.21471754688259,2.24,0.069,0.034,2
4.21471754688259,2.64,0.031,0.031,2
4.254588581754997,2.34,0.053,0.04,3
4.252383331732923,2.87,0.051,0.033,3
4.285342926767939,2.61,0.086,0.04,4
4.287531224376098,3.15,0.064,0.037,4
4.320222679446049,2.73,0.047,0.04,5
4.318050949213082,3.29,0.036,0.025,5
4.350513073190333,2.99,0.089,0.045,6
4.350513073190333,3.54,0.03,0.022,6
4.382734762679576,3.18,0.021,0.029,7
4.382734762679576,3.76,0.025,0.021,7
4.41472128225554,3.33,0.074,0.049,8
4.416845480656981,3.92,0.01,0.015,8
4.4485867418765705,3.67,0.014,0.023,9
4.4485867418765705,4.29,0.019,0.016,9
4.4801031238131115,4.49,0.002,0.009,10
4.513478038054467,4.25,0.073,0.061,11
4.51139933945112,4.74,0.027,0.024,11
4.542479939416354,4.54,0.014,0.034,12
4.169969304443379,1.72,0.097,0.041231056,G1
4.163215584136857,2.24,0.045,0.007615773,G1
4.165468040928894,2.94,0.018,0.009486833,G1
4.20357514504023,3.92,0.03,0.007211103,G1
4.236914443318391,4.95,0.033,0.017691806,G1
4.397690757659069,2.97,0.075,0.012083046,G2
4.401954565871846,3.89,0.026,0.01,G2
4.380594023645651,5.06,0.019,0.005385165,G2
4.416845480656981,6.37,0.009,0.005,G2
4.593813666225482,4.93,0.016,0.00509902,G3
4.577449508186846,6.97,0.0058,0.002720294,G3
4.577449508186846,8.36,0.0047,0.002408319,G3
