,0,1,2,3,4,5
45,4.3848744565836775,0.77,0.46,0.12,7,0.6301770903815488
46,4.3848744565836775,0.87,0.601,0.141,7,0.509475031296226
47,4.3848744565836775,0.99,0.358,0.107,7,0.39495445664181505
48,4.3848744565836775,1.17,0.344,0.107,7,0.27101776093592833
49,4.3848744565836775,1.43,0.194,0.092,7,0.16001417430408396
50,4.416845480656981,0.68,0.75,0.163,8,0.8275665370156498
51,4.416845480656981,0.88,0.573,0.148,8,0.53959202985705
52,4.416845480656981,1.1,0.437,0.138,8,0.33839849323385374
53,4.169969304443379,1.93,0.156,0.06,1,0.034186897678406415
54,4.21471754688259,2.24,0.069,0.034,2,0.022443569382990115
55,4.21471754688259,2.64,0.031,0.031,2,0.011298029613991284
56,4.254588581754997,2.34,0.053,0.04,3,0.021227749311158256
57,4.252383331732923,2.87,0.051,0.033,3,0.008714138856871742
58,4.285342926767939,2.61,0.086,0.04,4,0.014698554765966437
59,4.287531224376098,3.15,0.064,0.037,4,0.006236584241993528
60,4.320222679446049,2.73,0.047,0.04,5,0.013328912785633166
61,4.318050949213082,3.29,0.036,0.025,5,0.005518734598151683
62,4.350513073190333,2.99,0.089,0.045,6,0.009594909865629804
63,4.350513073190333,3.54,0.03,0.022,6,0.004189555015381068
64,4.382734762679576,3.18,0.021,0.029,7,0.007830723106322346
65,4.382734762679576,3.76,0.025,0.021,7,0.0033545311860065804
66,4.41472128225554,3.33,0.074,0.049,8,0.006821402660260136
67,4.416845480656981,3.92,0.01,0.015,8,0.002957661290474248
68,4.4485867418765705,3.67,0.014,0.023,9,0.004573529012124901
69,4.4485867418765705,4.29,0.019,0.016,9,0.001962151944169225
70,4.4801031238131115,4.49,0.002,0.009,10,0.001652106615551455
71,4.513478038054467,4.25,0.073,0.061,11,0.002472430534379645
72,4.51139933945112,4.74,0.027,0.024,11,0.0013125592777117146
73,4.542479939416354,4.54,0.014,0.034,12,0.001838191456246805
74,4.254588581754997,0.98,0.415,0.288,3,0.28491951997460235
75,4.254588581754997,1.13,0.295,0.212,3,0.20926212283853554
76,4.287531224376098,1.02,0.403,0.147,4,0.28786776109851747
77,4.285342926767939,1.28,0.221,0.09,4,0.16783491945696785
78,4.287531224376098,1.54,0.269,0.103,4,0.10073465503047793
79,4.320222679446049,1.14,0.417,0.117,5,0.2450851018383198
80,4.320222679446049,1.44,0.173,0.07,5,0.13357125960278374
81,4.318050949213082,1.75,0.124,0.073,5,0.07303032326271242
82,4.35266860672852,1.2,0.389,0.135,6,0.23533342793064574
83,4.35266860672852,1.54,0.25,0.062,6,0.11915977517585209
84,4.35266860672852,1.97,0.095,0.048,6,0.0531741182223556
85,4.3848744565836775,1.43,0.298,0.089,7,0.16001417430408396
86,4.3848744565836775,1.78,0.101,0.047,7,0.08160934771286206
87,4.3848744565836775,2.15,0.043,0.042,7,0.04182471186344068
88,4.41472128225554,1.71,0.102,0.051,8,0.09989947443714753
89,4.41472128225554,2.27,0.106,0.041,8,0.036540542901573214
90,4.446477707129543,1.75,0.325,0.086,9,0.09970445994350922
91,4.446477707129543,2.35,0.116,0.043,9,0.03439957506547016
92,4.4801031238131115,1.99,0.213,0.076,10,0.06933528838509918
93,4.4801031238131115,2.61,0.097,0.042,10,0.024246337258289057
94,4.51139933945112,2.11,0.167,0.085,11,0.06008916060522922
95,4.51139933945112,2.73,0.043,0.034,11,0.021517979423189292
96,4.54660796638549,2.52,0.06,0.046,12,0.032539427588392345
97,4.245760709225144,0.92,0.313,0.151208465,G1,0.3141325813465839
98,4.205805986966113,1.25,0.17,0.019697716,G1,0.14222299885375544
99,4.169969304443379,1.72,0.097,0.041231056,G1,0.05070138620676841
100,4.163215584136857,2.24,0.045,0.007615773,G1,0.019068136227307693
101,4.165468040928894,2.94,0.018,0.009486833,G1,0.005825163868860992
102,4.20357514504023,3.92,0.03,0.007211103,G1,0.001450073869489611
103,4.236914443318391,4.95,0.033,0.017691806,G1,0.0003704397365597704
104,4.4316863607435035,0.69,0.813,0.127310644,G2,0.8408965543116567
105,4.399823178265235,0.87,0.499,0.06306346,G2,0.5287929379950995
106,4.395557302549928,1.21,0.401,0.038327536,G2,0.2560538225248233
107,4.395557302549928,1.71,0.231,0.027658633,G2,0.09547963767109002
108,4.3934228114307405,2.24,0.12,0.022135944,G2,0.03653136420188703
109,4.397690757659069,2.97,0.075,0.012083046,G2,0.01123076103593383
110,4.401954565871846,3.89,0.026,0.01,G2,0.002954598203199148
111,4.380594023645651,5.06,0.019,0.005385165,G2,0.0005769361982804687
112,4.416845480656981,6.37,0.009,0.005,G2,0.00012609936130430593
113,4.63042157907895,0.46,1.611,0.233002146,G3,2.1933567651975983
114,4.612153943657995,0.6,1.15,0.137611773,G3,1.5474134766511247
115,4.608084634639429,0.88,1.015,0.091923882,G3,0.8221422634324429
116,4.610119738141298,1.18,0.529,0.04788528,G3,0.433427165750404
117,4.610119738141298,1.69,0.242,0.030083218,G3,0.1576123155142342
118,4.604011728916424,2.24,0.17,0.025179357,G3,0.05835325516770898
119,4.601973924306829,2.87,0.072,0.014422205,G3,0.021119431576561664
120,4.599935216935125,3.92,0.051,0.009219544,G3,0.004729719710885169
121,4.593813666225482,4.93,0.016,0.00509902,G3,0.0012989427509683981
122,4.577449508186846,6.97,0.0058,0.002720294,G3,0.0001192525639189613
123,4.577449508186846,8.36,0.0047,0.002408319,G3,2.4415984068061744e-05
